EmpID,ProjectID,DateFrom,DateTo
94,816,2023-02-07,2023-03-17
55,376,2016-03-12,2021-06-17
94,434,2020-03-15,2021-09-15
68,200,2020-06-22,2022-04-15
50,893,2018-01-21,2019-06-28
19,80,2014-10-05,2019-04-12
85,656,2017-09-30,2023-07-01
44,355,2017-12-21,2022-04-27
32,632,2022-06-17,2023-02-26
19,753,2020-02-13,2020-10-16
18,175,2021-06-30,2022-06-12
93,846,2018-07-21,2021-01-15
45,944,2022-11-01,2023-01-21
88,429,2014-01-05,2021-06-09
5,345,2015-12-14,2017-12-09
39,407,2017-04-09,2018-12-14
57,535,2022-12-07,2023-01-31
57,814,2017-03-29,NULL
29,850,2020-08-18,2021-10-22
28,765,2021-07-10,2022-11-09
42,931,2013-08-04,2022-09-02
3,823,2019-05-30,2021-12-24
33,152,2019-12-20,2021-04-09
32,773,2013-12-02,2016-01-28
18,374,2019-02-23,2019-10-10
26,722,2019-06-09,2020-07-06
40,422,2020-05-17,2021-06-04
76,887,2020-01-04,2020-08-09
2,769,2019-04-29,2022-03-30
23,939,2022-06-13,2022-11-27
22,530,2015-06-03,2019-11-22
40,849,2016-09-27,2022-01-27
84,387,2022-04-11,2022-09-28
71,18,2018-06-05,2019-10-18
91,435,2015-01-01,2020-05-31
67,73,2017-12-17,2022-03-23
78,449,2014-07-20,2018-02-23
66,711,2020-11-25,2021-01-04
10,436,2017-09-16,2018-09-30
36,529,2014-07-05,2014-09-05
98,658,2017-01-20,2018-09-23
19,630,2020-08-28,2021-03-23
63,430,2017-10-27,2020-10-23
57,166,2015-08-18,2019-06-04
29,794,2017-08-09,2022-02-12
36,794,2015-05-20,2019-06-10
10,772,2018-01-31,2021-12-27
66,969,2022-02-05,2022-08-27
99,981,2021-01-19,2021-12-09
14,993,2014-04-15,2017-04-13
27,992,2021-03-31,2022-11-08
64,66,2018-11-06,2020-07-23
46,914,2022-06-08,2022-07-15
65,466,2020-11-03,2022-04-30
78,89,2013-12-07,2016-02-13
84,987,2018-06-30,2020-04-14
71,833,2018-10-13,2019-05-30
3,842,2020-11-10,2021-06-12
54,472,2017-06-19,NULL
22,128,2022-10-03,2023-04-08
32,839,2019-10-13,2022-04-29
24,536,2015-05-29,2021-01-10
99,312,2018-05-08,2020-11-02
78,78,2020-06-23,2023-03-10
22,566,2022-05-31,2023-01-27
89,464,2014-07-23,2023-02-13
16,661,2014-03-26,2020-11-20
13,870,2022-03-06,2022-11-23
26,487,2023-05-21,2023-06-27
87,612,2016-02-19,2019-11-07
95,468,2021-10-06,NULL
1,718,2022-11-06,2023-01-19
90,107,2019-10-31,2020-04-06
27,306,2015-10-04,2018-03-05
2,670,2015-04-10,2019-10-16
85,167,2023-02-07,2023-02-27
49,492,2021-12-13,2023-04-07
65,525,2021-04-09,2021-09-04
27,36,2015-10-24,2020-03-31
28,353,2020-02-20,2023-06-27
74,850,2015-09-14,2019-09-22
63,761,2015-06-11,2015-09-07
36,559,2018-04-17,2020-07-13
25,422,2016-11-25,2017-08-18
82,78,2022-02-14,2022-06-19
77,852,2021-01-18,2021-01-28
34,726,2017-01-25,2017-12-15
59,325,2022-12-13,2023-05-21
28,172,2022-01-13,NULL
90,505,2021-02-06,2022-03-26
85,249,2020-08-20,2020-11-30
42,442,2020-04-19,2021-09-12
52,669,2020-06-10,2022-02-28
89,907,2014-12-22,NULL
70,904,2013-10-22,2017-05-20
2,824,2022-02-18,2022-06-19
72,682,2015-04-25,2018-03-02
84,136,2018-06-26,2021-10-16
47,565,2023-05-01,2023-07-02
25,647,2015-03-18,2022-04-10
45,57,2014-08-31,2022-11-13
33,691,2019-12-16,2023-04-15
23,577,2023-01-05,2023-05-16
23,716,2014-05-15,2018-08-30
2,661,2020-11-26,2022-06-09
42,425,2014-05-25,2015-06-09
14,547,2022-06-18,2023-04-10
48,480,2014-11-19,2022-07-30
96,874,2023-04-20,2023-06-28
14,933,2020-05-19,2021-01-31
24,652,2014-08-26,2021-03-28
76,532,2015-02-05,2017-09-12
68,787,2020-09-19,2020-12-30
42,417,2023-03-15,2023-04-26
20,482,2014-09-09,2018-10-21
19,569,2015-09-13,2022-03-17
11,60,2018-03-16,2019-01-21
72,414,2013-12-28,2015-08-09
53,588,2013-12-08,2018-05-03
13,661,2020-08-07,2021-05-05
47,992,2018-03-08,2022-01-20
98,987,2021-02-16,2023-04-29
81,877,2015-10-26,2017-01-29
26,229,2015-06-08,2023-03-04
84,53,2022-05-25,2023-04-27
47,204,2019-04-11,2020-03-07
71,606,2023-05-20,2023-06-04
36,928,2015-04-26,2022-11-01
18,711,2014-01-15,2018-03-06
94,832,2023-07-03,2023-07-04
98,246,2014-12-09,2021-10-16
80,62,2021-04-08,2022-10-09
90,357,2015-02-22,2023-03-08
28,325,2022-06-24,2022-12-27
15,48,2018-08-15,NULL
55,918,2020-03-14,2023-01-24
19,115,2022-03-23,2022-06-01
39,906,2019-07-20,2020-06-27
37,417,2021-08-25,2023-04-10
8,747,2018-01-19,2020-07-23
73,823,2019-07-16,2023-07-04
76,677,2014-02-11,2020-07-24
23,222,2021-11-14,2021-12-02
35,974,2021-08-21,2023-02-16
33,534,2017-06-19,2019-09-27
23,593,2014-12-08,2020-04-20
17,16,2018-04-13,2020-01-14
73,192,2013-10-11,2015-12-09
90,805,2016-02-29,2018-03-06
76,868,2016-05-21,2018-03-20
76,307,2014-02-16,2017-06-18
1,547,2016-10-25,2019-06-28
14,379,2015-02-05,2021-07-27
79,712,2014-06-20,2020-10-26
25,722,2016-08-07,2020-04-30
33,915,2020-10-06,2021-11-15
87,636,2019-09-12,2022-07-03
59,173,2014-11-04,2021-02-20
28,791,2022-05-01,2023-04-25
77,234,2021-01-21,2023-02-28
91,972,2019-04-22,2022-10-31
56,650,2021-08-16,2022-08-30
77,884,2023-01-10,2023-06-27
59,181,2016-12-04,2023-02-18
14,905,2020-10-12,2021-03-01
74,473,2017-04-11,2018-07-05
65,276,2016-12-17,NULL
55,903,2016-02-28,2018-09-15
16,578,2016-07-13,2017-07-21
69,579,2018-03-24,2023-04-03
49,851,2016-02-28,2022-02-18
10,255,2015-12-24,2019-02-11
97,927,2017-03-20,2019-10-04
61,392,2017-09-12,2021-04-17
36,998,2021-03-18,2023-05-29
8,823,2018-10-24,2022-02-13
96,413,2015-08-27,2017-04-02
1,533,2015-02-26,2022-09-18
16,42,2022-12-11,2023-04-16
22,442,2015-04-03,2022-08-15
39,374,2017-11-19,2019-04-09
51,993,2020-01-27,2022-03-20
88,113,2013-10-16,2022-09-18
79,922,2019-05-02,2019-10-09
82,750,2022-03-13,2022-05-27
13,907,2021-11-26,2023-06-14
45,156,2018-03-04,2021-08-28
31,550,2017-08-15,2019-08-18
31,456,2014-01-19,2021-01-08
52,343,2017-06-30,2019-07-20
9,961,2023-03-30,2023-05-23
2,8,2014-03-17,2022-03-02
36,332,2015-12-19,2022-01-25
47,899,2016-12-25,2022-02-10
38,682,2023-04-11,2023-06-16
31,872,2021-03-01,2021-07-14
93,924,2022-01-01,2023-03-21
39,241,2017-04-27,2022-12-29
46,365,2017-02-12,2018-12-21
41,390,2021-04-06,2022-07-04
81,448,2021-08-26,2022-10-07
72,759,2013-11-21,2016-10-01
7,211,2018-07-14,2021-08-21
86,37,2021-08-08,2023-04-21
96,283,2018-11-19,2019-10-20
18,52,2019-08-17,2023-02-15
1,6,2014-03-08,2014-06-14
10,53,2023-01-30,2023-03-27
49,313,2019-10-22,2022-03-07
75,235,2014-06-06,2019-09-06
49,807,2023-06-07,2023-06-22
29,91,2015-02-21,2016-03-02
72,551,2020-12-19,2022-09-06
69,256,2019-05-06,2022-06-13
71,342,2018-12-26,2022-06-04
69,880,2016-03-26,2022-10-01
26,900,2020-11-13,2021-01-29
94,847,2019-02-05,2023-05-16
81,699,2018-12-08,2019-08-13
52,553,2016-01-14,2016-06-06
73,670,2016-04-29,2023-04-13
82,203,2019-12-05,2020-07-16
23,151,2022-03-26,2022-08-25
71,226,2017-04-03,2017-06-09
20,795,2016-06-30,2022-07-16
31,889,2018-06-11,2021-04-23
22,754,2020-02-05,2021-07-20
61,477,2019-02-17,2023-02-21
43,633,2016-06-18,2018-07-26
83,778,2017-08-29,2020-06-30
46,528,2016-04-18,NULL
36,468,2019-05-20,2019-07-10
64,717,2022-05-22,2022-12-06
51,660,2013-08-10,2017-02-14
51,723,2021-01-06,2021-05-05
39,810,2013-09-13,2014-12-30
29,580,2019-01-18,2023-05-20
51,564,2021-06-10,2022-05-18
14,864,2015-10-08,NULL
82,265,2020-05-07,2023-04-22
48,710,2017-03-07,2023-01-15
97,779,2019-06-26,NULL
53,472,2015-05-30,2017-12-01
50,539,2022-07-11,2022-10-25
59,599,2019-11-22,2022-09-27
51,790,2019-04-18,2019-07-22
77,383,2015-10-09,2021-09-16
33,374,2017-08-15,2020-07-14
31,724,2018-04-15,2021-07-25
91,766,2018-07-11,2021-11-17
74,973,2021-02-06,2021-02-13
83,839,2014-06-03,2016-09-06
27,504,2023-02-06,2023-02-27
35,628,2016-02-11,2017-03-29
78,801,2015-10-20,2016-03-16
37,596,2021-07-18,2021-10-17
61,348,2023-06-16,2023-07-03
87,210,2022-04-14,2023-05-29
13,164,2017-02-17,2019-10-17
85,696,2015-02-14,2018-01-15
1,455,2017-12-12,2022-09-20
78,365,2021-09-23,2022-04-12
92,229,2017-09-20,2023-03-05
90,579,2018-09-22,2019-03-02
80,9,2021-11-19,2022-11-07
29,11,2015-11-30,2018-05-07
17,328,2013-09-01,2015-02-01
61,151,2021-09-16,2022-07-06
61,250,2020-06-07,2021-05-05
74,742,2020-07-05,2020-11-14
26,507,2015-02-01,2016-07-25
26,766,2020-04-25,2022-01-04
79,431,2020-10-04,NULL
54,950,2023-01-16,2023-06-30
7,419,2015-12-13,2017-02-12
12,761,2018-05-18,2021-01-16
75,887,2021-04-11,2022-04-24
43,529,2013-07-16,2021-06-23
88,650,2014-05-14,NULL
90,129,2014-09-15,2019-03-21
84,200,2016-12-22,2019-02-14
68,324,2022-08-14,2023-06-16
96,795,2016-03-01,2019-03-23
20,660,2020-12-25,2023-01-26
55,229,2020-08-19,2023-02-05
98,337,2014-02-12,2019-05-02
18,324,2018-06-21,2022-09-25
32,56,2019-01-12,2020-07-30
1,206,2019-05-07,2023-01-24
43,622,2022-07-01,NULL
69,655,2023-06-13,2023-06-21
18,471,2016-12-12,2021-08-24
24,324,2020-04-26,2021-03-14
45,655,2017-02-06,2023-03-14
50,398,2022-08-22,2023-01-26
36,703,2022-07-14,NULL
78,290,2022-11-26,2023-01-07
21,136,2019-06-06,2021-06-26
91,939,2019-08-10,NULL
17,40,2019-05-25,2019-10-31
19,297,2016-08-28,2017-04-17
61,520,2018-07-01,NULL
30,714,2013-08-12,2020-08-03
29,443,2015-12-24,2021-09-05
58,653,2017-03-19,2022-01-24
24,739,2019-12-23,2023-06-16
46,743,2018-05-21,2022-11-03
37,890,2022-06-12,2023-01-25
55,262,2016-12-17,2020-03-21
87,799,2021-03-05,2023-03-17
44,694,2019-11-24,2021-06-18
96,736,2016-10-30,2022-09-24
19,54,2021-08-07,2021-11-18
37,822,2014-11-23,2015-09-12
53,64,2017-07-04,2017-12-31
26,457,2016-09-30,2017-08-11
23,366,2013-07-23,2018-07-07
83,642,2022-10-01,2023-03-28
53,758,2021-02-11,2021-10-07
8,252,2020-01-05,2021-05-18
57,603,2015-05-26,2022-12-06
13,241,2017-07-29,2021-06-13
