EmpID,ProjectID,DateFrom,DateTo
28,9837,2016-10-28,2018-10-24
662,4490,2006-12-03,2018-05-04
939,8327,2020-02-08,2021-11-09
272,2084,2021-02-21,2023-01-30
825,2968,2018-07-16,2019-06-27
773,4202,2015-02-10,2020-08-03
269,8202,2013-10-03,2017-09-15
140,3015,2007-08-07,2021-04-26
54,8239,2020-11-27,2022-12-22
506,1581,2013-06-14,2016-11-09
569,7223,2020-07-23,2022-03-06
769,4043,2015-01-01,2017-02-03
658,7576,2013-10-10,2022-04-15
661,542,2016-05-21,2018-08-17
585,1252,2020-07-12,2021-02-25
581,382,2023-02-17,2023-06-07
387,5877,2013-12-18,2020-04-19
45,3738,2020-10-01,2022-09-16
657,9565,2009-04-23,2021-11-23
740,6535,2006-12-06,2012-08-21
469,8078,2014-02-28,2019-05-28
797,9474,2021-09-22,2023-01-02
1,661,2012-06-19,2016-03-01
827,6254,2013-06-09,2018-12-01
112,4064,2021-03-08,2023-01-11
327,6839,2013-07-02,2015-05-03
247,6292,2005-12-16,2009-10-06
240,6769,2019-08-27,2020-07-28
243,1450,2018-09-13,2021-02-01
142,301,2009-05-12,2019-06-29
285,8873,2008-01-16,2015-09-27
679,4201,2016-04-14,2023-04-10
654,9346,2011-06-03,2018-08-16
758,5806,2012-05-30,2018-07-04
531,7769,2022-11-06,2023-02-10
744,1013,2015-08-20,2019-05-06
23,9635,2015-08-09,2020-12-01
943,4424,2021-12-09,2022-06-12
117,6016,2005-10-06,2007-11-26
182,3232,2008-05-02,2014-08-04
568,1773,2005-10-10,2015-08-08
405,9648,2007-05-15,2012-08-29
878,6440,2020-06-27,2022-01-28
235,9774,2019-08-01,2020-02-27
870,8256,2023-01-14,2023-02-03
753,8658,2015-11-25,2018-01-03
89,3461,2021-05-04,2021-07-06
762,5127,2020-11-24,2022-07-08
47,5530,2006-02-07,2015-08-29
137,8078,2018-01-16,2023-03-21
567,2461,2005-08-23,2023-03-11
634,9117,2022-05-27,2023-03-18
875,5714,2013-02-17,2020-10-19
468,6112,2005-05-18,2016-12-16
923,6055,2009-03-26,2022-08-03
371,2890,2022-06-12,2023-06-20
556,9327,2016-06-08,2022-03-31
777,986,2020-08-30,2021-05-27
579,9055,2019-02-17,2022-10-08
839,6676,2005-08-12,2018-04-13
748,84,2018-03-23,2018-08-27
703,2322,2007-08-07,2018-11-23
409,2518,2019-08-02,2021-05-09
816,9933,2023-03-18,2023-04-18
708,3780,2016-02-13,2017-06-07
486,4568,2007-02-15,2008-11-08
668,7438,2021-02-21,2022-03-07
571,6082,2007-09-30,2014-04-13
963,3408,2017-11-04,2020-10-29
756,370,2018-07-23,2020-07-05
4,7045,2017-09-03,2020-02-09
505,2237,2020-06-14,2022-09-01
853,3538,2018-10-07,2020-11-08
183,2393,2007-08-06,2017-05-30
718,6959,2019-05-03,2020-03-26
55,6434,2020-05-24,2023-01-14
690,9377,2010-03-26,2018-01-27
618,5520,2008-07-26,2018-11-08
494,756,2021-09-26,2022-10-08
340,6610,2005-09-11,2017-03-21
626,8551,2020-07-10,2021-04-13
575,3117,2011-02-24,NULL
117,8557,2023-05-18,2023-05-29
671,9195,2011-12-28,2016-02-09
96,1421,2008-05-18,2012-11-08
143,6940,2020-10-03,2023-06-07
136,6916,2019-06-07,2020-08-01
276,3198,2006-04-22,2012-01-28
188,3629,2008-01-03,2015-09-05
234,971,2008-09-14,2013-09-06
631,9142,2018-08-05,2018-12-21
747,4381,2009-04-16,2015-05-13
993,8986,2010-08-15,2018-01-01
273,3582,2007-05-23,2011-08-09
471,7008,2022-07-18,2023-04-25
663,3086,2019-10-25,2020-01-03
399,3641,2009-11-19,2015-09-17
501,3897,2011-12-25,2019-01-05
513,4041,2006-09-23,2015-05-25
402,7821,2012-01-09,2016-05-14
960,4524,2010-12-02,2016-07-04
552,6227,2018-12-18,2022-04-08
881,183,2007-02-07,2015-11-02
36,8249,2022-01-25,2022-04-03
785,8974,2020-04-11,2021-02-19
808,5440,2009-12-15,2015-03-24
242,8927,2012-10-18,2015-11-10
790,5350,2016-09-21,2017-01-09
14,5142,2022-03-16,2022-05-04
497,314,2012-05-23,2018-07-17
886,1857,2014-06-19,2015-04-06
918,2104,2020-02-20,2020-11-07
744,7758,2007-12-20,2020-08-01
749,659,2009-02-04,2013-12-15
150,3656,2007-12-04,2009-02-02
839,9329,2019-01-11,2019-10-02
557,1213,2010-11-13,2018-11-20
449,1085,2014-08-08,2021-12-11
415,9079,2023-02-08,2023-06-03
686,9785,2011-09-28,2012-01-25
492,2098,2020-09-29,2021-11-29
473,828,2021-04-04,2023-02-25
89,1795,2017-01-07,2019-01-23
117,4006,2020-04-23,2021-10-26
89,6265,2021-05-09,2021-08-19
104,9065,2005-11-29,2007-06-22
134,3617,2006-12-18,2008-07-12
326,3092,2017-08-20,2023-05-04
653,5519,2022-09-14,2022-12-13
257,2500,2023-05-25,2023-06-02
348,7803,2016-01-29,2017-01-11
626,7126,2009-03-29,2018-11-30
591,8796,2015-08-16,2016-06-26
546,3838,2007-11-27,2010-03-24
96,4381,2016-01-06,2023-01-22
382,389,2011-08-27,2013-10-15
722,9065,2009-09-28,2011-07-30
663,2394,2012-02-05,2021-04-04
848,7851,2006-08-28,2014-08-05
330,8198,2005-08-27,2015-11-06
47,2338,2013-07-28,2022-05-15
623,3258,2015-11-01,2019-08-28
124,873,2023-02-21,2023-04-09
606,4130,2007-01-04,2008-04-27
965,3580,2015-09-19,2021-07-28
695,598,2010-01-27,2011-07-20
106,7660,2015-04-19,2018-11-27
916,9266,2008-10-13,2022-06-04
920,4591,2012-10-03,2021-08-11
463,3590,2015-11-08,2021-02-09
299,5377,2005-07-01,2018-02-22
187,15,2008-04-26,2016-02-09
697,6335,2011-05-31,2012-04-02
988,9075,2010-08-22,2012-05-19
126,9320,2016-11-22,2019-06-18
410,9012,2010-01-12,2011-12-23
665,4374,2022-05-13,2022-07-18
565,4059,2011-10-15,2013-03-14
357,8061,2015-01-17,2016-04-26
833,6710,2010-06-15,2017-12-06
628,3261,2007-10-14,2016-09-05
626,6787,2006-02-02,2011-05-12
438,6998,2007-05-24,2015-09-23
266,145,2006-05-19,2011-01-08
690,5263,2016-07-09,2019-01-26
513,9976,2017-05-15,2019-04-03
83,5961,2007-12-17,2022-09-16
977,6785,2022-05-31,2023-03-23
13,394,2013-09-01,2014-01-18
265,730,2019-07-10,2021-09-06
440,435,2017-04-09,2019-10-16
658,2438,2020-11-05,2021-07-15
894,5070,2023-02-01,2023-05-30
821,2770,2020-10-13,2021-09-04
544,9311,2020-03-01,2020-05-18
532,8864,2022-12-24,2022-12-27
882,9314,2022-11-17,2023-04-17
878,7821,2006-01-05,2016-01-09
417,169,2010-10-28,2015-01-01
81,3581,2013-09-22,2015-08-16
1,5844,2012-01-13,2015-10-11
592,7059,2006-05-18,2006-06-30
63,6691,2009-12-11,2022-07-14
596,1964,2010-01-12,2012-11-25
538,1340,2016-10-10,2020-03-06
546,8638,2018-02-28,2020-10-19
136,9883,2013-11-09,2018-08-15
594,8217,2010-10-19,2022-01-15
798,3371,2017-11-15,2018-08-02
220,1381,2020-01-16,2021-06-20
776,3626,2022-01-13,2022-07-28
688,3226,2017-06-22,2022-04-26
852,7934,2012-11-01,2017-03-03
654,365,2016-09-13,2021-08-11
579,1035,2018-03-24,2021-07-18
966,2698,2013-04-15,2021-09-14
817,3723,2020-05-13,2021-12-04
367,471,2011-01-25,2019-01-29
946,3837,2010-02-27,2017-01-26
762,6323,2010-12-27,2013-08-26
827,6892,2006-02-24,2015-01-28
89,1780,2020-05-20,2021-10-02
910,2184,2020-09-19,2023-03-22
171,729,2008-11-06,2019-04-02
23,5610,2005-06-02,2022-01-06
46,1768,2014-07-17,2020-01-09
360,9355,2011-04-08,2020-08-25
265,6256,2005-07-03,2023-02-09
921,9983,2017-07-11,2018-10-14
981,9354,2010-12-19,2012-06-23
330,3569,2020-09-13,2023-02-19
785,7352,2011-07-08,2017-01-27
735,346,2021-03-31,2022-03-14
302,7667,2020-01-18,2022-01-15
927,8067,2017-08-02,2022-01-07
402,6182,2016-01-22,2019-01-09
311,1075,2008-09-04,2015-03-01
98,5808,2015-02-19,2015-04-20
225,849,2013-05-14,2017-07-23
855,9938,2019-03-21,2020-03-28
557,8322,2013-05-10,2017-12-06
434,2585,2020-05-25,2020-06-12
402,4981,2020-05-14,2022-01-21
633,5530,2012-08-15,2019-04-06
793,5051,2013-08-11,2015-03-24
631,2426,2009-10-12,2022-08-27
351,8486,2019-01-23,2019-05-11
814,7247,2023-06-11,2023-06-23
784,6319,2015-08-17,2016-06-12
190,554,2013-11-05,2019-08-31
115,3315,2007-07-09,2019-08-19
666,4295,2014-10-21,2018-09-26
154,5422,2007-09-01,2015-10-05
723,5908,2006-01-12,2017-05-23
623,6273,2018-06-18,2018-08-14
867,7240,2013-01-31,2016-11-14
377,3178,2022-08-16,2023-06-05
413,6885,2006-03-26,2010-12-25
836,438,2018-10-30,2020-09-13
701,6718,2023-07-02,2023-07-04
410,9347,2015-06-29,2018-01-21
994,5401,2015-12-25,2016-10-28
506,4049,2009-05-19,2020-07-15
505,3013,2011-06-23,2019-05-06
239,7207,2012-04-21,2023-05-21
289,39,2011-07-09,2021-05-18
63,3367,2008-04-25,2014-12-20
369,773,2021-06-18,2023-01-31
823,1371,2013-08-23,2022-03-01
830,7138,2020-06-10,2021-10-14
826,150,2006-11-08,2022-09-25
989,7906,2020-12-08,2021-06-03
443,4366,2014-11-25,2016-12-29
585,3083,2018-06-26,2019-08-30
876,6710,2008-02-07,2009-04-21
193,5273,2012-09-15,2021-09-28
265,7932,2020-06-30,2021-08-24
258,157,2015-11-07,2022-04-20
780,9635,2019-07-04,2020-08-05
153,2079,2007-03-16,2017-06-04
218,944,2008-07-06,2011-01-10
809,5389,2007-06-25,2007-12-14
821,1234,2020-07-08,2022-12-21
848,8414,2015-05-31,2019-05-26
2,2181,2018-09-28,2019-01-26
196,4080,2019-02-14,2021-01-12
120,1173,2009-04-24,2017-01-30
464,1161,2012-03-05,2022-10-22
323,8491,2008-04-25,2019-04-28
173,9276,2012-12-13,2013-04-17
147,3458,2014-08-28,2019-04-03
182,5261,2014-03-23,2020-03-12
746,2800,2009-04-19,2012-04-08
548,7967,2008-07-13,2012-02-08
209,425,2020-01-30,2020-06-12
91,6520,2010-11-25,2017-03-04
499,2387,2007-12-30,2012-02-19
239,1449,2010-09-20,2012-12-28
502,5080,2011-01-20,2022-10-04
729,3514,2020-03-15,2022-10-29
169,8371,2020-06-08,2022-01-19
838,4201,2019-08-25,2019-11-11
939,6851,2007-10-07,2014-08-31
346,1095,2022-08-14,2022-11-29
639,1709,2007-05-12,2011-09-24
213,4931,2021-01-23,2021-03-15
343,8993,2014-06-19,2023-05-25
253,2613,2015-05-06,2016-03-04
545,3711,2010-04-06,NULL
275,5091,2016-07-06,2019-04-30
285,2851,2006-06-01,2022-03-26
871,4767,2021-10-17,2022-07-16
549,4202,2022-10-04,2022-10-13
834,358,2013-06-11,2021-06-24
534,227,2019-11-23,2019-12-19
366,1772,2013-09-04,2019-07-30
798,4079,2021-11-01,2022-04-20
913,5061,2021-10-18,2021-11-12
965,9026,2007-03-20,2023-02-10
790,5932,2020-10-26,2023-06-04
225,4452,2007-04-21,2014-12-24
315,7098,2018-01-11,2019-07-18
675,1825,2018-04-05,2020-09-19
204,8997,2017-01-04,2017-10-14
548,1503,2005-09-16,2022-03-27
828,7221,2006-05-22,2022-02-11
600,7186,2012-09-23,2019-04-05
995,7946,2015-06-12,2016-05-30
615,8550,2018-10-12,2021-07-19
193,4739,2006-06-30,2012-11-01
363,5967,2010-10-04,2021-09-04
131,6960,2022-12-19,2023-02-21
937,9520,2016-09-09,2021-07-02
722,208,2006-03-27,2006-08-02
287,9768,2022-03-31,NULL
280,1971,2010-11-24,2020-12-15
359,4196,2018-01-31,2022-07-05
888,7101,2020-11-13,2023-06-23
387,6151,2006-05-29,2010-01-26
319,3626,2018-06-24,2020-08-29
263,6298,2014-09-28,2018-06-19
193,1133,2016-09-04,2019-12-31
680,3766,2016-06-01,2020-07-04
55,3307,2008-10-10,2008-12-13
693,7682,2011-06-07,2018-09-20
620,7358,2016-02-07,2018-02-12
196,8,2018-03-27,2022-09-05
997,4684,2006-01-12,2006-06-20
21,5560,2019-10-25,2022-10-13
122,4305,2019-04-17,2023-02-14
26,5373,2015-06-07,2017-01-16
912,2908,2012-04-05,2021-04-09
134,7786,2009-07-18,2015-04-20
788,9862,2020-12-20,2023-04-21
33,2920,2007-04-15,NULL
776,7125,2006-10-10,2018-06-15
63,4152,2016-11-07,2019-10-20
890,6060,2007-05-12,NULL
98,1894,2009-12-11,2020-02-10
6,1921,2021-03-19,2023-06-07
660,9724,2017-09-21,2018-12-31
272,4235,2018-07-22,2019-12-28
114,6543,2020-02-05,2022-09-21
39,579,2014-06-04,2016-11-23
808,6917,2009-10-19,2018-08-14
295,4817,2011-08-11,2019-05-13
626,6403,2012-10-09,2016-07-22
332,9893,2010-07-27,2012-02-24
801,5319,2011-04-09,2022-06-23
34,9677,2020-02-26,2022-03-20
616,3501,2018-07-12,2020-11-05
550,2336,2020-03-06,2020-11-05
618,7439,2021-02-11,2021-11-13
688,1725,2013-05-19,2019-09-11
838,4664,2012-03-28,2013-06-26
751,1512,2016-06-29,2021-06-17
774,1508,2022-04-05,2022-09-25
280,4835,2016-06-14,2018-06-17
746,6639,2010-11-09,2017-07-29
936,6732,2022-03-17,2022-06-25
149,7284,2018-01-27,2022-12-26
613,2661,2010-09-29,2020-09-30
838,7035,2008-11-16,2014-01-15
928,3999,2021-02-25,2022-04-15
147,8518,2010-02-20,2017-02-28
487,6940,2021-06-26,2022-06-10
741,469,2015-01-22,NULL
43,2164,2011-03-25,2019-10-08
271,5046,2011-12-13,2021-10-25
750,634,2006-11-03,2012-10-20
894,572,2022-10-28,2023-02-08
568,2783,2006-03-13,2006-10-23
334,4007,2008-05-14,2010-12-27
242,4971,2015-05-25,2021-11-20
384,7817,2006-08-14,2014-12-15
415,4530,2023-03-14,2023-04-13
387,9086,2021-06-05,2021-07-30
23,1918,2018-11-17,2022-06-11
55,96,2022-01-06,2023-03-04
949,1463,2016-03-30,2016-09-17
661,6595,2006-08-16,2009-04-27
120,8626,2009-07-27,2013-12-19
467,348,2008-07-31,2010-06-21
211,7096,2010-08-03,2021-11-08
699,5819,2017-05-28,2021-06-14
781,2886,2017-08-12,2017-11-17
725,5392,2007-12-09,2019-11-01
726,9810,2007-04-26,2020-06-04
336,1526,2005-05-28,2009-05-10
263,1729,2011-03-14,2016-04-17
490,8685,2020-06-30,2021-03-25
774,7663,2014-11-19,2022-09-10
844,4652,2016-05-30,2021-02-28
139,712,2017-02-13,2019-08-05
690,6930,2008-02-21,2011-10-29
581,4386,2011-09-01,2020-01-29
561,8195,2009-08-18,2013-10-22
416,4546,2009-06-29,2012-01-19
292,4654,2010-01-14,2012-07-24
12,6662,2022-11-05,2023-03-03
822,2507,2005-12-03,2010-09-13
61,8344,2019-05-04,2021-10-03
424,6055,2010-07-16,2022-05-23
61,6472,2009-12-31,2014-07-31
962,494,2019-04-24,2022-05-28
553,2675,2005-10-13,2021-08-18
249,4081,2007-06-06,2022-03-26
692,2310,2006-05-14,2020-08-16
376,3311,2007-01-21,2014-06-20
223,7569,2017-08-26,2018-04-06
184,5305,2020-05-07,2022-10-30
974,9646,2014-03-29,2020-07-02
389,8293,2010-12-02,2020-03-03
452,1640,2015-12-16,2018-12-21
759,984,2015-05-24,2018-05-30
69,1618,2010-07-17,2013-08-20
451,1156,2007-10-18,2008-01-18
693,569,2023-02-09,2023-04-29
875,2493,2011-12-10,2019-02-09
437,7977,2006-04-16,2010-05-10
547,2077,2017-06-12,2019-08-31
836,9269,2005-12-30,2017-05-18
987,4279,2009-07-29,2018-01-02
848,8126,2014-10-22,2021-03-11
413,5358,2011-02-09,2013-10-17
215,8844,2006-01-21,2010-07-16
682,9867,2013-06-07,2018-08-15
566,6014,2008-06-13,2020-03-15
998,3919,2014-07-18,2021-01-09
260,1176,2018-01-09,NULL
107,9907,2022-12-23,2023-01-25
200,102,2012-10-17,2017-03-10
554,7148,2007-10-28,2018-12-01
796,9956,2021-09-01,2022-08-10
961,5573,2016-11-24,2021-02-19
580,1771,2012-10-27,2017-07-26
646,398,2021-07-02,2021-09-28
953,5305,2010-05-26,2010-11-26
687,19,2020-02-09,2020-04-06
766,9608,2014-11-28,2019-06-02
906,4094,2013-05-07,2017-03-11
938,8351,2023-05-31,2023-06-17
521,8095,2014-06-04,2022-04-17
879,5488,2005-12-14,2015-09-29
216,261,2018-05-25,NULL
6,9718,2016-07-16,2017-11-14
879,4731,2015-03-19,2016-10-25
490,3828,2020-11-09,2021-02-22
771,3106,2005-10-29,2018-10-30
697,1640,2012-06-12,2017-04-14
605,5974,2020-06-06,2022-08-01
929,2659,2016-05-05,2022-08-04
966,9097,2007-10-10,2020-08-19
701,3443,2019-10-31,2021-04-27
415,4786,2022-04-17,2022-08-27
4,6304,2022-09-20,2022-10-20
908,8258,2021-08-18,2022-06-12
519,4354,2016-12-23,2017-04-09
667,9584,2014-09-28,2018-05-01
28,9175,2015-10-23,2019-08-16
294,2590,2006-09-11,2011-05-21
510,964,2005-11-05,2008-09-22
900,3145,2017-01-27,2022-08-23
83,7351,2005-10-03,2020-03-30
811,310,2015-08-01,2017-10-07
674,2206,2008-07-05,2010-10-24
473,4494,2009-02-16,2018-11-24
113,5123,2007-10-18,2013-05-01
636,5648,2009-08-07,2020-07-11
167,5465,2021-06-21,2022-01-22
1,9938,2014-04-21,2020-02-09
515,3950,2022-03-07,2022-05-25
964,4133,2014-10-27,2020-06-15
655,7072,2022-05-28,2023-05-06
822,278,2022-10-17,2022-11-17
498,8164,2021-05-30,2022-06-01
568,463,2013-04-09,2021-03-25
153,910,2012-05-09,2023-02-18
169,7308,2007-12-21,2013-09-30
76,857,2011-12-31,2021-03-03
62,3095,2018-06-07,2019-12-28
327,3640,2016-09-01,2022-05-15
4,5152,2021-04-06,2021-07-20
89,9171,2017-12-13,2021-05-12
50,6419,2009-11-23,2015-04-09
288,3536,2010-06-18,2013-08-04
743,6108,2017-10-13,2021-04-24
76,7081,2018-04-24,2018-11-04
372,2260,2020-11-19,2023-01-02
670,2275,2015-07-02,2017-04-04
61,5978,2009-02-08,2017-02-14
111,1136,2007-07-11,2022-09-26
374,3500,2015-04-27,2018-12-11
752,1809,2011-08-15,2013-01-28
330,8238,2015-05-21,2019-05-30
360,3277,2007-02-24,2012-03-29
230,6834,2020-11-30,2022-10-13
642,8485,2007-02-19,2014-03-29
867,8772,2005-10-10,2013-10-27
625,161,2012-03-24,2013-10-10
398,9724,2014-09-25,2023-07-01
634,616,2018-07-28,2019-11-21
429,4898,2020-04-21,2023-06-01
47,3291,2020-05-04,2022-10-01
388,8364,2008-04-12,2009-02-19
125,3869,2013-11-07,2021-01-16
465,3606,2017-06-07,2020-01-13
22,3788,2006-04-09,2018-12-31
272,7838,2017-08-05,2020-09-11
317,3980,2008-09-01,2013-03-07
264,3641,2023-01-11,2023-03-24
320,2991,2015-03-13,2021-02-09
208,8079,2022-01-25,2022-06-20
333,8494,2012-04-17,2015-11-06
63,7317,2007-10-08,2011-04-08
275,6566,2021-11-20,2022-11-09
482,2277,2013-05-03,2021-10-27
824,4584,2019-08-07,2021-07-24
675,1373,2021-04-03,2021-11-29
913,9677,2006-01-21,2011-10-10
382,7444,2019-01-11,2023-04-30
608,8554,2009-06-15,2012-11-22
751,3660,2013-07-03,2016-03-11
762,8401,2008-09-27,2011-08-20
493,842,2015-10-28,2016-05-11
204,1877,2017-07-08,2018-02-06
426,8822,2020-10-01,2021-11-23
424,6944,2012-08-13,2014-08-26
845,9195,2013-03-29,2014-05-30
819,286,2013-02-23,2015-11-15
430,3910,2009-08-21,2021-01-27
952,2104,2016-04-20,2022-11-09
573,9487,2018-03-05,2023-01-13
593,2168,2005-09-05,2008-05-22
392,8758,2016-06-13,2023-02-24
594,5929,2010-07-30,2019-02-15
631,4565,2017-07-29,2021-05-07
297,414,2010-03-27,2014-04-26
248,3529,2021-02-17,2022-06-06
567,4567,2012-02-06,2019-05-09
620,1634,2017-03-18,2019-03-05
471,8355,2015-11-26,2023-04-20
980,4030,2009-06-19,2020-10-18
984,6709,2010-06-19,2016-09-05
197,4000,2015-08-31,2019-05-25
958,4428,2017-05-16,2019-08-18
91,1541,2019-03-07,2023-06-19
153,546,2020-02-21,2022-01-25
666,8538,2008-05-09,2017-07-05
666,9450,2012-01-27,2023-01-08
10,3438,2015-02-24,2019-09-23
367,7291,2010-11-13,2012-10-20
577,3113,2011-12-09,NULL
80,8513,2006-10-15,2014-12-22
58,8987,2012-05-01,2012-07-03
446,5418,2017-03-28,2017-07-27
218,9024,2019-01-15,2022-09-16
909,2740,2016-11-28,2023-01-09
942,5529,2023-04-07,2023-05-01
19,4206,2011-06-08,2019-05-26
198,9884,2008-11-16,2009-05-24
199,5810,2011-12-17,2013-03-17
115,9313,2019-07-01,2023-07-04
481,4971,2007-02-26,2011-09-04
14,1204,2012-07-10,2014-03-15
329,260,2018-09-29,2022-09-20
255,556,2018-12-24,2020-05-01
903,4233,2020-01-21,2021-04-18
882,719,2020-06-28,2023-04-02
143,3632,2006-02-24,2007-03-15
263,4123,2006-02-18,2019-05-08
936,2581,2009-10-04,2015-08-28
281,7503,2012-10-19,2018-08-05
988,7780,2008-03-13,2021-12-27
266,6399,2019-05-17,2023-05-05
222,3461,2015-11-23,2019-03-08
350,8075,2016-02-28,2022-03-02
556,1695,2016-05-02,2021-09-13
814,2634,2015-02-19,2022-04-11
411,9663,2011-09-24,2023-02-02
496,9987,2007-12-04,2008-09-06
456,7416,2014-02-21,2022-09-02
186,5944,2010-12-05,2013-05-03
125,3452,2007-05-10,2019-06-30
781,8069,2006-12-29,2018-07-16
426,1269,2009-08-25,2019-11-29
350,5060,2016-10-01,2017-07-06
930,2679,2005-05-31,2012-09-24
996,6740,2015-02-06,2018-03-15
38,1327,2006-03-12,2016-07-31
140,2682,2021-10-11,2023-03-09
350,8373,2021-03-02,2022-08-21
279,5009,2016-02-02,2019-12-07
860,7895,2011-06-29,2021-08-01
323,9500,2016-05-16,2020-04-03
703,5170,2014-01-25,2022-10-05
106,8520,2020-09-28,2022-09-04
161,3643,2009-02-08,2022-01-14
113,3446,2022-02-07,2023-02-18
452,4914,2021-02-09,2022-02-25
378,6957,2019-02-07,2020-07-21
893,1723,2017-06-30,2019-08-05
848,8009,2008-01-13,2008-07-04
113,9831,2009-11-18,2022-02-05
634,42,2013-08-29,2015-04-26
581,7305,2007-11-29,2023-01-25
20,9285,2010-02-08,2020-06-28
463,8991,2015-04-14,2018-01-07
720,4382,2006-09-07,NULL
925,4129,2006-05-18,2010-05-02
111,9804,2015-07-10,2022-08-16
196,7542,2010-11-07,2021-07-08
645,3242,2016-05-03,2018-09-08
933,5317,2009-11-04,2019-04-29
948,6859,2016-04-26,2022-02-12
431,1249,2019-05-01,2019-12-12
367,8819,2006-05-17,2019-04-11
153,4867,2006-07-12,2020-03-02
568,8462,2008-10-24,2020-02-20
829,5638,2014-10-07,2019-10-25
56,490,2017-03-24,2023-01-24
285,8189,2022-05-20,2023-02-28
667,2909,2018-01-19,2022-05-13
882,8396,2009-07-09,NULL
422,8123,2011-01-22,2019-10-26
195,7640,2007-08-31,2008-10-09
867,1720,2018-11-13,2021-09-18
895,175,2012-10-20,2019-10-13
953,887,2012-04-06,2017-01-07
994,7969,2018-02-01,2022-04-11
133,8595,2011-02-07,2022-07-16
564,7572,2007-03-07,2009-11-05
907,7275,2006-04-08,2014-05-20
240,9279,2021-08-02,2023-02-28
634,9832,2015-01-05,2015-12-20
742,6008,2016-03-24,2017-11-04
395,7771,2020-06-10,2021-05-09
579,1667,2011-01-05,2016-09-03
917,4758,2019-12-15,2020-02-12
283,9270,2008-10-03,2014-12-07
285,1787,2021-03-16,2023-03-07
796,4191,2014-03-20,2020-01-07
